Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole
27,No,Travel_Rarely,Research & Development,3,4,Male,1,Research Scientist,Single,2045,No,13,3,5,4,2
20,Yes,Travel_Rarely,Research & Development,10,1,Male,1,Research Scientist,Single,1009,Yes,11,3,1,1,0
33,Yes,Travel_Frequently,Research & Development,3,3,Male,1,Research Scientist,Single,3348,Yes,11,3,10,10,8
35,No,Non-Travel,Research & Development,3,3,Male,1,Laboratory Technician,Married,1281,No,18,3,1,1,0
23,No,Travel_Rarely,Research & Development,4,3,Male,1,Research Scientist,Married,2819,No,16,3,5,3,2
25,No,Travel_Rarely,Sales,8,3,Male,2,Sales Executive,Married,4851,No,22,4,4,3,2
38,No,Travel_Rarely,Sales,7,4,Female,2,Sales Executive,Single,4028,No,20,4,8,7,7
29,No,Travel_Frequently,Research & Development,1,4,Male,1,Research Scientist,Divorced,2720,No,18,3,10,10,7
48,No,Travel_Rarely,Sales,2,1,Male,2,Sales Executive,Married,8120,No,12,3,12,2,2
27,No,Travel_Frequently,Sales,3,1,Female,2,Sales Executive,Divorced,4647,Yes,20,4,6,6,5
37,No,Travel_Rarely,Research & Development,10,2,Male,1,Research Scientist,Single,4680,No,17,3,4,1,0
50,No,Travel_Rarely,Research & Development,28,1,Male,1,Laboratory Technician,Married,3221,Yes,11,3,20,20,8
34,No,Travel_Rarely,Research & Development,9,3,Female,3,Healthcare Representative,Single,8621,No,14,3,9,8,7
24,Yes,Travel_Rarely,Sales,3,2,Female,2,Sales Executive,Single,4577,No,14,3,4,2,2
39,No,Travel_Rarely,Research & Development,2,4,Female,2,Healthcare Representative,Single,4553,No,11,3,20,20,7
32,No,Travel_Rarely,Sales,10,3,Male,2,Sales Executive,Single,5396,No,12,3,10,10,7
50,Yes,Travel_Frequently,Sales,8,2,Male,2,Sales Executive,Married,6796,Yes,14,3,18,4,3
38,No,Travel_Rarely,Research & Development,1,4,Female,2,Healthcare Representative,Single,7625,No,13,3,10,9,7
27,No,Travel_Rarely,Research & Development,1,2,Female,3,Manufacturing Director,Married,7412,No,11,3,9,9,7
32,No,Travel_Rarely,Research & Development,3,2,Female,3,Research Director,Single,11159,No,15,3,10,7,7
47,No,Travel_Rarely,Sales,14,4,Male,2,Sales Executive,Single,4960,No,12,3,20,7,7
40,No,Travel_Frequently,Sales,5,4,Male,3,Sales Executive,Married,10475,Yes,21,4,20,18,13
53,No,Travel_Rarely,Research & Development,7,3,Male,4,Research Director,Married,14814,No,19,3,32,5,1
41,No,Travel_Rarely,Human Resources,10,4,Male,5,Manager,Divorced,19141,No,15,3,23,21,6
60,No,Travel_Rarely,Sales,16,4,Male,2,Sales Executive,Single,5405,No,14,3,10,2,2
27,No,Travel_Frequently,Research & Development,10,2,Male,3,Manufacturing Director,Divorced,8793,No,21,4,9,9,7
41,No,Travel_Rarely,Human Resources,1,3,Male,5,Manager,Married,19189,No,12,3,22,22,7
50,No,Travel_Rarely,Sales,8,4,Male,1,Sales Representative,Married,3875,No,15,3,4,2,2
28,Yes,Travel_Rarely,Research & Development,1,2,Female,1,Research Scientist,Single,2216,Yes,13,3,10,7,7
36,No,Non-Travel,Research & Development,8,3,Female,3,Research Director,Married,11713,No,14,3,10,8,7
38,No,Travel_Rarely,Research & Development,1,3,Female,3,Manufacturing Director,Single,7861,Yes,14,3,10,1,0
44,No,Non-Travel,Research & Development,24,3,Male,1,Laboratory Technician,Single,3708,No,14,3,9,5,2
47,No,Travel_Frequently,Sales,3,3,Female,4,Sales Executive,Divorced,13770,Yes,12,3,28,22,2
30,No,Travel_Rarely,Sales,27,5,Male,2,Sales Executive,Divorced,5304,No,23,4,10,8,7
29,No,Travel_Rarely,Sales,10,3,Male,1,Sales Representative,Single,2642,No,11,3,1,1,0
42,Yes,Travel_Frequently,Research & Development,19,3,Male,1,Research Scientist,Divorced,2759,Yes,12,3,7,2,2
43,No,Travel_Frequently,Sales,15,3,Male,2,Sales Executive,Married,6804,No,18,3,7,2,2
34,No,Travel_Rarely,Research & Development,8,2,Female,2,Healthcare Representative,Single,6142,No,11,3,10,5,1
23,No,Travel_Rarely,Research & Development,9,1,Male,1,Laboratory Technician,Married,2500,No,14,3,5,4,3
39,No,Travel_Rarely,Human Resources,3,3,Female,2,Human Resources,Married,6389,No,15,3,12,8,3
56,No,Travel_Rarely,Research & Development,9,3,Male,4,Healthcare Representative,Married,11103,No,11,3,30,10,7
40,No,Travel_Rarely,Research & Development,2,1,Female,1,Research Scientist,Single,2342,Yes,20,4,5,4,2
27,No,Travel_Rarely,Research & Development,7,3,Female,2,Healthcare Representative,Single,6811,No,19,3,9,7,6
29,No,Travel_Rarely,Sales,10,3,Male,1,Sales Representative,Divorced,2297,No,14,3,2,2,2
53,No,Travel_Rarely,Research & Development,6,3,Male,2,Laboratory Technician,Single,2450,No,17,3,19,2,2
35,No,Non-Travel,Research & Development,2,4,Female,2,Healthcare Representative,Divorced,5093,No,11,3,16,1,0
32,No,Travel_Frequently,Research & Development,24,4,Male,2,Laboratory Technician,Married,5309,No,15,3,10,10,8
38,No,Travel_Rarely,Research & Development,2,5,Male,1,Research Scientist,Married,3057,Yes,13,3,6,1,0
34,No,Travel_Rarely,Research & Development,8,5,Female,2,Manufacturing Director,Divorced,5121,No,14,3,7,0,0
52,No,Travel_Rarely,Sales,3,4,Male,4,Manager,Married,16856,No,11,3,34,34,6
33,Yes,Travel_Rarely,Research & Development,1,4,Male,1,Research Scientist,Single,2686,Yes,13,3,10,10,9
25,No,Travel_Rarely,Sales,26,1,Female,2,Sales Executive,Single,6180,No,23,4,6,6,5
45,No,Travel_Rarely,Sales,2,2,Male,2,Sales Representative,Single,6632,No,13,3,9,8,7
23,No,Travel_Rarely,Research & Development,10,1,Male,1,Research Scientist,Single,3505,No,18,3,2,2,2
47,Yes,Travel_Frequently,Sales,27,2,Female,2,Sales Executive,Single,6397,Yes,12,3,8,5,4
34,No,Travel_Rarely,Sales,2,3,Male,2,Sales Executive,Single,6274,No,22,4,6,6,5
55,Yes,Travel_Rarely,Research & Development,2,3,Male,5,Manager,Married,19859,Yes,13,3,24,5,2
36,No,Non-Travel,Sales,8,4,Male,3,Sales Executive,Single,7587,No,15,3,10,10,7
52,No,Non-Travel,Research & Development,19,4,Male,1,Research Scientist,Married,4258,No,18,3,5,4,3
26,No,Travel_Frequently,Research & Development,1,2,Female,1,Laboratory Technician,Divorced,4364,No,14,3,5,2,2
29,No,Travel_Rarely,Research & Development,27,3,Female,2,Healthcare Representative,Married,4335,No,12,3,11,8,7
26,Yes,Travel_Rarely,Sales,8,3,Male,2,Sales Executive,Single,5326,No,17,3,6,4,3
34,No,Travel_Rarely,Research & Development,1,4,Female,1,Research Scientist,Single,3280,No,16,3,10,4,2
54,No,Travel_Rarely,Research & Development,19,4,Female,2,Manufacturing Director,Divorced,5485,Yes,11,3,9,5,3
27,No,Travel_Frequently,Sales,8,1,Male,2,Sales Executive,Married,4342,No,19,3,5,4,2
37,No,Travel_Rarely,Research & Development,10,1,Female,1,Research Scientist,Divorced,2782,Yes,13,3,6,5,3
38,No,Travel_Frequently,Research & Development,2,4,Female,2,Manufacturing Director,Single,5980,Yes,12,3,17,15,7
34,No,Travel_Rarely,Research & Development,2,4,Female,1,Research Scientist,Single,4381,No,11,3,6,6,5
35,No,Travel_Rarely,Sales,8,4,Female,1,Sales Representative,Married,2572,No,16,3,3,3,2
30,No,Travel_Rarely,Research & Development,1,3,Male,1,Laboratory Technician,Married,3833,No,21,4,7,2,2
40,No,Travel_Frequently,Research & Development,2,2,Female,2,Healthcare Representative,Married,4244,No,24,4,8,8,7
34,No,Travel_Rarely,Sales,8,2,Female,2,Sales Executive,Married,6500,No,17,3,6,3,2
42,No,Travel_Frequently,Research & Development,8,3,Male,5,Manager,Divorced,18430,No,13,3,24,24,7
23,Yes,Travel_Rarely,Research & Development,6,3,Male,1,Laboratory Technician,Married,1601,Yes,21,4,1,0,0
24,No,Non-Travel,Research & Development,9,3,Male,1,Laboratory Technician,Divorced,2694,No,11,3,1,1,0
52,No,Travel_Rarely,Research & Development,11,4,Female,2,Laboratory Technician,Married,3149,No,20,4,9,5,2
50,No,Travel_Rarely,Research & Development,2,3,Male,4,Research Director,Married,17639,No,16,3,30,4,3
29,Yes,Travel_Rarely,Research & Development,1,2,Female,1,Laboratory Technician,Married,2319,Yes,11,3,1,1,0
33,No,Travel_Rarely,Research & Development,7,3,Male,3,Research Director,Married,11691,No,11,3,14,13,9
33,Yes,Travel_Rarely,Sales,16,3,Female,2,Sales Executive,Single,5324,No,15,3,6,3,2
47,No,Travel_Rarely,Research & Development,2,2,Female,4,Manager,Married,16752,Yes,11,3,26,26,14
36,No,Travel_Rarely,Research & Development,1,3,Female,2,Manufacturing Director,Married,5228,No,15,3,10,9,7
29,No,Travel_Rarely,Research & Development,23,2,Male,1,Research Scientist,Married,2700,No,24,4,10,10,7
58,Yes,Travel_Rarely,Research & Development,2,4,Male,5,Research Director,Single,19246,Yes,12,3,40,31,15
35,No,Travel_Rarely,Research & Development,1,4,Female,1,Research Scientist,Single,2506,No,13,3,7,2,2
42,No,Travel_Rarely,Research & Development,1,2,Female,2,Manufacturing Director,Married,6062,Yes,13,3,8,4,3
28,Yes,Travel_Rarely,Research & Development,2,4,Male,1,Research Scientist,Single,4382,No,17,3,5,2,2
36,No,Travel_Rarely,Human Resources,13,3,Male,1,Human Resources,Married,2143,No,13,3,8,5,2
32,No,Travel_Rarely,Research & Development,4,3,Female,2,Manufacturing Director,Married,6162,No,12,3,14,14,13
40,No,Travel_Frequently,Research & Development,16,4,Male,2,Laboratory Technician,Single,5094,No,14,3,10,1,0
30,No,Travel_Rarely,Research & Development,2,3,Female,2,Manufacturing Director,Single,6877,Yes,24,4,12,0,0
45,No,Travel_Rarely,Research & Development,2,3,Female,1,Research Scientist,Single,2274,No,14,3,1,1,0
42,No,Travel_Rarely,Research & Development,29,3,Male,2,Manufacturing Director,Married,4434,No,13,3,10,9,8
38,No,Travel_Frequently,Research & Development,12,3,Male,2,Healthcare Representative,Divorced,6288,No,15,3,13,4,3
34,No,Travel_Frequently,Research & Development,16,4,Female,1,Research Scientist,Single,2553,No,16,3,6,5,2
49,Yes,Travel_Rarely,Sales,11,3,Female,3,Sales Executive,Married,7654,No,18,3,9,9,8
55,Yes,Travel_Rarely,Sales,2,1,Male,2,Sales Executive,Single,5160,No,16,3,12,9,7
43,No,Travel_Rarely,Research & Development,14,2,Male,4,Research Director,Married,17159,No,24,4,22,4,1
27,No,Travel_Rarely,Research & Development,5,1,Male,3,Research Director,Divorced,12808,Yes,16,3,9,9,8
35,No,Travel_Rarely,Research & Development,7,3,Male,3,Manufacturing Director,Single,10221,No,21,4,17,8,5
28,No,Travel_Rarely,Sales,2,4,Female,2,Sales Executive,Married,4779,Yes,20,4,8,8,7
34,No,Travel_Rarely,Human Resources,3,2,Male,1,Human Resources,Married,3737,No,19,3,4,3,2
26,Yes,Travel_Frequently,Research & Development,5,2,Female,1,Research Scientist,Married,2366,Yes,14,3,8,8,7
27,No,Non-Travel,Research & Development,3,3,Male,1,Research Scientist,Married,1706,No,11,3,0,0,0
51,No,Travel_Rarely,Sales,26,4,Female,4,Manager,Married,16307,No,14,3,29,20,6
44,No,Travel_Rarely,Research & Development,4,3,Male,2,Healthcare Representative,Single,5933,No,12,3,10,5,2
25,No,Travel_Rarely,Research & Development,2,1,Male,1,Research Scientist,Single,3424,No,13,3,6,4,3
33,No,Travel_Rarely,Sales,1,3,Male,2,Sales Executive,Divorced,4037,No,22,4,9,9,8
35,No,Travel_Rarely,Research & Development,27,1,Female,1,Research Scientist,Single,2559,No,11,3,6,6,5
36,No,Travel_Rarely,Sales,1,2,Male,2,Sales Executive,Married,6201,Yes,14,3,18,18,14
32,No,Travel_Rarely,Sales,13,4,Male,2,Sales Executive,Divorced,4403,No,11,3,8,5,2
30,No,Travel_Frequently,Research & Development,5,4,Male,1,Research Scientist,Divorced,3761,No,12,3,10,5,4
53,No,Travel_Rarely,Sales,7,2,Female,3,Sales Executive,Married,10934,Yes,18,3,35,5,2
45,No,Travel_Rarely,Sales,9,3,Male,3,Sales Executive,Divorced,10761,Yes,12,3,18,5,4
32,No,Travel_Rarely,Research & Development,8,2,Female,2,Research Scientist,Married,5175,No,12,3,9,5,3
52,No,Travel_Frequently,Research & Development,25,4,Female,4,Manufacturing Director,Married,13826,No,22,4,31,9,8
37,No,Travel_Rarely,Sales,16,4,Male,2,Sales Executive,Divorced,6334,No,19,3,9,1,0
28,No,Travel_Rarely,Human Resources,8,2,Male,1,Human Resources,Divorced,4936,No,13,3,6,5,1
22,No,Travel_Rarely,Research & Development,1,2,Male,2,Manufacturing Director,Married,4775,No,22,4,4,2,2
44,No,Travel_Rarely,Research & Development,8,4,Male,1,Laboratory Technician,Married,2818,Yes,24,4,10,3,2
42,No,Travel_Frequently,Research & Development,2,1,Male,1,Research Scientist,Single,2515,Yes,14,3,8,2,1
36,No,Travel_Rarely,Human Resources,8,3,Male,1,Human Resources,Married,2342,No,21,4,6,5,4
25,No,Travel_Rarely,Sales,3,1,Male,2,Sales Executive,Married,4194,Yes,18,3,5,5,3
35,No,Travel_Rarely,Research & Development,9,3,Female,3,Manufacturing Director,Married,10685,Yes,20,4,17,17,14
35,Yes,Travel_Frequently,Research & Development,25,4,Female,1,Research Scientist,Divorced,2022,Yes,19,3,10,10,2
32,No,Non-Travel,Research & Development,1,3,Male,1,Laboratory Technician,Divorced,2314,No,12,3,4,3,0
25,No,Travel_Rarely,Sales,4,1,Male,2,Sales Executive,Married,4256,No,12,3,5,5,2
49,No,Travel_Rarely,Research & Development,1,3,Female,1,Research Scientist,Married,3580,No,16,3,7,4,2
24,No,Non-Travel,Research & Development,4,1,Male,1,Laboratory Technician,Married,3162,No,17,3,6,5,2
32,No,Travel_Frequently,Sales,5,2,Male,2,Sales Executive,Married,6524,No,14,3,10,10,8
38,No,Travel_Rarely,Sales,9,3,Male,1,Sales Representative,Married,2899,No,19,3,3,2,2
42,No,Travel_Rarely,Research & Development,3,3,Female,2,Laboratory Technician,Married,5231,Yes,13,3,17,5,3
31,No,Travel_Rarely,Research & Development,11,4,Male,1,Research Scientist,Married,2356,Yes,19,3,8,6,4
29,Yes,Travel_Rarely,Sales,1,3,Female,1,Sales Representative,Divorced,2800,Yes,19,3,5,3,2
53,No,Travel_Rarely,Sales,8,3,Male,4,Sales Executive,Married,11836,No,14,3,28,2,0
35,No,Travel_Rarely,Research & Development,25,3,Male,3,Manufacturing Director,Married,10903,No,16,3,16,13,10
37,No,Travel_Frequently,Sales,21,2,Female,1,Sales Representative,Married,2973,No,15,3,10,5,4
53,No,Travel_Rarely,Research & Development,23,4,Female,4,Research Director,Single,14275,No,18,3,33,12,9
43,No,Travel_Frequently,Research & Development,1,3,Female,2,Healthcare Representative,Married,5562,No,13,3,12,5,2
47,No,Travel_Rarely,Sales,2,2,Female,2,Sales Executive,Married,4537,Yes,22,4,8,7,6
37,No,Non-Travel,Sales,19,2,Male,3,Sales Executive,Single,7642,Yes,13,3,10,10,0
50,No,Non-Travel,Research & Development,2,4,Male,4,Manager,Divorced,17924,No,11,3,31,31,6
39,No,Travel_Rarely,Human Resources,2,3,Female,2,Human Resources,Married,5204,No,11,3,13,5,4
33,No,Travel_Rarely,Human Resources,3,2,Male,1,Human Resources,Divorced,2277,Yes,11,3,7,4,3
32,Yes,Travel_Rarely,Research & Development,25,4,Male,1,Laboratory Technician,Single,2795,Yes,24,4,1,1,0
29,No,Travel_Rarely,Research & Development,7,1,Female,1,Laboratory Technician,Divorced,2532,No,14,3,8,4,3
44,No,Travel_Rarely,Research & Development,9,2,Male,1,Research Scientist,Married,2559,Yes,13,3,8,8,7
28,No,Travel_Rarely,Sales,5,4,Male,2,Sales Executive,Single,4908,No,14,3,4,4,2
58,Yes,Travel_Frequently,Research & Development,2,1,Male,1,Laboratory Technician,Divorced,2380,Yes,14,3,3,1,0
43,No,Travel_Rarely,Research & Development,8,3,Female,2,Manufacturing Director,Divorced,4765,No,21,4,4,1,0
20,Yes,Travel_Rarely,Sales,2,3,Female,1,Sales Representative,Single,2044,No,13,3,2,2,2
21,Yes,Travel_Rarely,Research & Development,18,1,Female,1,Research Scientist,Single,2693,No,19,3,1,1,0
36,No,Travel_Rarely,Research & Development,14,1,Male,2,Healthcare Representative,Married,6586,Yes,17,3,17,16,8
47,No,Travel_Rarely,Sales,2,4,Female,1,Sales Representative,Single,3294,Yes,18,3,3,3,2
22,Yes,Travel_Rarely,Research & Development,3,1,Female,2,Manufacturing Director,Married,4171,Yes,19,3,4,3,2
41,Yes,Travel_Rarely,Research & Development,2,4,Female,1,Laboratory Technician,Divorced,2778,Yes,13,3,10,7,7
28,No,Travel_Rarely,Research & Development,9,3,Female,1,Research Scientist,Divorced,2377,No,18,3,6,2,2
39,Yes,Travel_Rarely,Research & Development,6,3,Male,1,Laboratory Technician,Married,2404,Yes,21,4,8,2,2
27,No,Travel_Rarely,Research & Development,4,3,Female,1,Research Scientist,Single,2318,No,19,3,1,1,1
34,No,Travel_Rarely,Research & Development,10,3,Male,1,Laboratory Technician,Divorced,2008,No,14,3,1,1,0
42,No,Travel_Rarely,Sales,14,2,Female,2,Sales Executive,Single,6244,No,17,3,10,5,4
33,No,Travel_Rarely,Research & Development,1,4,Male,1,Research Scientist,Single,2799,Yes,11,3,6,3,2
58,No,Travel_Rarely,Research & Development,5,3,Female,3,Healthcare Representative,Divorced,10552,Yes,13,3,24,6,0
31,No,Travel_Rarely,Sales,7,4,Male,1,Sales Representative,Married,2329,No,15,3,13,7,7
35,No,Travel_Rarely,Research & Development,21,1,Female,2,Healthcare Representative,Married,4014,Yes,25,4,10,10,6
49,No,Travel_Rarely,Research & Development,8,2,Female,3,Laboratory Technician,Married,7403,No,11,3,29,26,9
48,No,Travel_Rarely,Research & Development,20,4,Male,1,Research Scientist,Married,2259,No,17,3,13,0,0
31,No,Non-Travel,Sales,20,2,Female,2,Sales Executive,Married,6932,No,13,3,9,9,8
36,No,Travel_Rarely,Research & Development,7,4,Male,1,Research Scientist,Single,4678,No,18,3,8,6,2
38,No,Travel_Rarely,Research & Development,1,3,Female,3,Research Director,Married,13582,No,13,3,15,15,12
32,No,Non-Travel,Research & Development,1,3,Female,1,Laboratory Technician,Married,2332,No,20,4,5,3,0
25,Yes,Travel_Rarely,Sales,19,2,Male,1,Sales Representative,Married,2413,Yes,18,3,1,1,0
40,No,Travel_Rarely,Sales,10,4,Male,3,Sales Executive,Divorced,9705,No,12,3,11,1,0
26,No,Travel_Frequently,Sales,1,3,Male,2,Sales Executive,Single,4294,No,12,3,7,7,7
41,No,Travel_Rarely,Research & Development,6,3,Male,1,Laboratory Technician,Single,4721,Yes,13,3,20,18,13
36,No,Travel_Rarely,Research & Development,2,4,Male,1,Laboratory Technician,Single,2519,No,21,4,16,11,8
19,Yes,Travel_Rarely,Sales,21,3,Male,1,Sales Representative,Single,2121,Yes,13,3,1,1,0
20,Yes,Travel_Rarely,Research & Development,4,3,Male,1,Laboratory Technician,Single,2973,No,19,3,1,1,0
31,No,Travel_Rarely,Research & Development,12,3,Female,2,Healthcare Representative,Married,5855,Yes,11,3,10,9,7
40,No,Travel_Frequently,Research & Development,9,4,Male,1,Research Scientist,Divorced,3617,Yes,14,3,3,1,1
32,No,Travel_Rarely,Research & Development,3,4,Female,2,Manufacturing Director,Married,6725,No,12,3,8,8,7
36,Yes,Travel_Rarely,Sales,3,1,Male,3,Sales Executive,Married,10325,Yes,11,3,16,16,7
33,No,Travel_Rarely,Research & Development,1,3,Female,2,Healthcare Representative,Single,6949,No,14,3,6,5,0
37,Yes,Travel_Rarely,Sales,1,4,Male,3,Sales Executive,Married,10609,No,11,3,17,14,1
45,No,Non-Travel,Research & Development,4,2,Male,2,Laboratory Technician,Married,4447,No,12,3,9,9,7
29,No,Travel_Frequently,Sales,20,3,Female,1,Sales Representative,Married,2157,No,15,3,3,3,1
35,No,Travel_Rarely,Sales,18,3,Female,2,Sales Executive,Married,4601,No,16,3,5,5,2
52,No,Travel_Rarely,Research & Development,1,2,Male,4,Manager,Married,17099,No,15,3,26,9,8
58,Yes,Travel_Rarely,Research & Development,2,3,Male,1,Research Scientist,Single,2479,No,24,4,7,1,0
53,No,Travel_Rarely,Sales,2,2,Male,4,Manager,Divorced,14852,No,13,3,22,17,13
30,No,Travel_Rarely,Sales,8,2,Male,3,Sales Executive,Divorced,7264,No,11,3,10,8,4
38,No,Non-Travel,Sales,10,3,Female,2,Sales Executive,Single,5666,Yes,13,3,6,5,3
35,No,Travel_Rarely,Sales,3,4,Male,3,Sales Executive,Divorced,7823,No,13,3,12,10,9
39,No,Travel_Rarely,Sales,2,5,Male,3,Sales Executive,Single,7880,No,18,3,9,8,7
40,Yes,Non-Travel,Sales,24,3,Female,4,Sales Executive,Single,13194,Yes,16,3,22,1,0
47,No,Travel_Frequently,Research & Development,16,4,Male,2,Manufacturing Director,Divorced,5067,Yes,19,3,20,19,10
36,No,Non-Travel,Sales,8,4,Male,2,Sales Executive,Divorced,5079,No,13,3,12,7,7
31,Yes,Non-Travel,Research & Development,9,2,Male,1,Research Scientist,Single,2321,Yes,22,4,4,3,2
33,No,Non-Travel,Sales,17,3,Male,4,Manager,Single,17444,No,11,3,10,10,8
29,Yes,Travel_Rarely,Research & Development,10,3,Female,1,Research Scientist,Single,2404,Yes,20,4,3,0,0
33,No,Travel_Rarely,Research & Development,13,1,Female,1,Research Scientist,Single,3452,No,18,3,5,3,2
45,No,Travel_Rarely,Research & Development,1,4,Female,1,Laboratory Technician,Divorced,2270,No,14,3,8,5,3
50,No,Travel_Rarely,Research & Development,1,2,Male,4,Research Director,Divorced,17399,No,22,4,32,5,4
33,No,Travel_Frequently,Research & Development,1,4,Female,2,Healthcare Representative,Married,5488,Yes,13,3,6,6,5
41,No,Travel_Frequently,Research & Development,9,3,Male,5,Research Director,Divorced,19419,No,17,3,21,18,16
27,No,Travel_Rarely,Research & Development,16,4,Female,1,Laboratory Technician,Married,2811,No,14,3,4,2,2
45,No,Non-Travel,Research & Development,23,2,Male,2,Laboratory Technician,Married,3633,Yes,15,3,9,9,8
47,No,Travel_Rarely,Sales,4,2,Female,2,Sales Executive,Single,4163,Yes,17,3,9,9,0
30,Yes,Travel_Rarely,Research & Development,22,3,Female,1,Research Scientist,Married,2132,Yes,11,3,7,5,2
50,No,Travel_Rarely,Research & Development,24,3,Male,4,Manufacturing Director,Married,13973,Yes,18,3,22,12,11
38,No,Travel_Frequently,Research & Development,10,1,Male,1,Research Scientist,Married,2684,No,17,3,3,2,1
46,No,Travel_Rarely,Research & Development,7,2,Male,3,Manufacturing Director,Divorced,10845,No,13,3,13,8,7
24,No,Travel_Rarely,Research & Development,17,1,Female,2,Manufacturing Director,Divorced,4377,No,15,3,5,4,2
35,Yes,Travel_Rarely,Research & Development,14,4,Male,1,Laboratory Technician,Divorced,3743,Yes,24,4,5,4,2
31,No,Travel_Frequently,Research & Development,1,1,Female,2,Manufacturing Director,Married,4148,No,12,3,4,4,3
18,No,Non-Travel,Research & Development,5,2,Male,1,Research Scientist,Single,1051,No,15,3,0,0,0
54,No,Travel_Rarely,Research & Development,17,3,Female,3,Manufacturing Director,Married,10739,No,11,3,22,10,7
35,No,Travel_Rarely,Research & Development,25,4,Female,3,Healthcare Representative,Divorced,10388,Yes,11,3,16,16,10
30,No,Travel_Rarely,Research & Development,8,2,Female,3,Research Director,Married,11416,Yes,12,3,9,8,7
20,Yes,Travel_Rarely,Research & Development,11,3,Female,1,Research Scientist,Single,2600,Yes,15,3,1,1,0
30,Yes,Travel_Frequently,Research & Development,5,3,Female,1,Laboratory Technician,Single,2422,No,17,3,4,3,2
26,No,Travel_Rarely,Research & Development,2,2,Male,2,Manufacturing Director,Married,5472,No,12,3,8,8,7
22,No,Travel_Rarely,Research & Development,8,1,Male,1,Laboratory Technician,Married,2451,No,15,3,4,4,3
48,No,Travel_Rarely,Research & Development,6,3,Male,2,Healthcare Representative,Single,4240,No,13,3,19,2,2
48,No,Travel_Rarely,Research & Development,4,4,Male,3,Healthcare Representative,Single,10999,No,14,3,27,15,11
41,No,Travel_Rarely,Research & Development,7,2,Female,2,Manufacturing Director,Single,5003,No,14,3,8,2,2
39,No,Travel_Rarely,Research & Development,1,1,Female,4,Manufacturing Director,Married,12742,No,16,3,21,21,6
27,No,Travel_Rarely,Research & Development,2,4,Female,2,Manufacturing Director,Married,4227,No,18,3,4,3,2
35,No,Travel_Rarely,Research & Development,10,3,Male,1,Laboratory Technician,Divorced,3917,No,20,4,3,3,2
42,No,Travel_Rarely,Sales,5,2,Male,5,Manager,Married,18303,No,13,3,21,1,0
50,No,Travel_Rarely,Research & Development,9,3,Male,1,Laboratory Technician,Married,2380,No,18,3,8,1,0
59,No,Travel_Rarely,Research & Development,2,3,Female,4,Manufacturing Director,Single,13726,Yes,13,3,30,5,3
37,Yes,Travel_Rarely,Research & Development,11,2,Female,2,Healthcare Representative,Married,4777,No,15,3,15,1,0
55,No,Travel_Frequently,Research & Development,18,4,Male,2,Healthcare Representative,Married,6385,Yes,14,3,17,8,7
41,No,Non-Travel,Research & Development,7,1,Female,5,Research Director,Divorced,19973,No,22,4,21,21,16
38,No,Travel_Rarely,Sales,3,4,Male,2,Sales Executive,Single,6861,Yes,12,3,19,1,0
26,Yes,Non-Travel,Sales,29,2,Male,2,Sales Executive,Single,4969,No,18,3,7,2,2
52,Yes,Travel_Rarely,Sales,2,1,Female,5,Manager,Married,19845,No,15,3,33,32,14
44,No,Travel_Rarely,Sales,28,3,Female,4,Sales Executive,Married,13320,Yes,18,3,23,12,11
50,No,Non-Travel,Sales,1,3,Female,2,Sales Executive,Married,6347,No,12,3,19,18,7
36,Yes,Travel_Rarely,Research & Development,16,4,Female,1,Laboratory Technician,Single,2743,No,16,3,18,17,13
39,No,Travel_Frequently,Research & Development,22,3,Female,3,Manufacturing Director,Single,10880,Yes,13,3,21,21,6
33,No,Non-Travel,Sales,8,1,Female,1,Sales Representative,Single,2342,No,19,3,3,2,2
45,No,Travel_Rarely,Sales,11,2,Female,4,Manager,Married,17650,No,13,3,26,9,3
32,No,Non-Travel,Research & Development,29,4,Female,1,Laboratory Technician,Single,4025,No,12,3,10,8,7
34,No,Travel_Rarely,Sales,1,4,Male,2,Sales Executive,Divorced,9725,No,11,3,16,15,1
59,No,Travel_Rarely,Sales,1,2,Male,3,Manager,Married,11904,Yes,14,3,14,6,4
45,No,Travel_Rarely,Human Resources,24,4,Male,1,Human Resources,Single,2177,No,16,3,6,6,3
53,No,Travel_Frequently,Sales,2,3,Female,3,Sales Executive,Married,7525,No,12,3,30,15,7
36,Yes,Travel_Rarely,Research & Development,15,3,Male,2,Laboratory Technician,Divorced,4834,No,14,3,9,1,0
26,Yes,Travel_Frequently,Research & Development,2,3,Male,1,Research Scientist,Married,2042,Yes,14,3,6,3,2
34,No,Travel_Rarely,Sales,10,4,Female,1,Sales Representative,Married,2220,Yes,19,3,1,1,1
28,No,Travel_Rarely,Sales,10,1,Male,1,Sales Representative,Married,1052,No,22,4,1,1,0
38,No,Travel_Frequently,Research & Development,3,4,Male,1,Research Scientist,Married,2821,No,16,3,8,2,2
50,No,Travel_Rarely,Research & Development,2,4,Male,5,Research Director,Married,19237,Yes,11,3,29,8,1
37,No,Travel_Rarely,Research & Development,3,3,Female,2,Healthcare Representative,Single,4107,No,15,3,8,4,3
40,No,Travel_Rarely,Sales,26,3,Male,2,Sales Executive,Married,8396,No,14,3,8,7,7
